text,label,source
"Mahasiswi UPH Raih Juara 1 Pilmapres Nasional 2026, Cetak Sejarah Bagi PTS Indonesia. Mahasiswi Fakultas Kedokteran Universitas Pelita Harapan FK UPH , Tiffney Tyara Setyoko, meraih Juara 1 Program Sarjana Pemilihan Mahasiswa Berprestasi Pilmapres Tingkat Nasional 2026.",2,dpr_human_verified
"Pria di Depok Ditusuk hingga Tewas Saat Tidur, Polisi Selidiki. Pria di Depok Ditusuk hingga Tewas Saat Tidur, Polisi Selidiki",0,dpr_human_verified
"KKP dan Masyarakat Bersihkan Pantai Papela dalam Peringatan HUT Ke-81 RI, Angkut 3,2 Ton Sampah. KKP bersama lebih dari 450 masyarakat Rote Ndao membersihkan Pantai Papela dan mengangkut 3,2 ton sampah dalam rangka memperingati HUT ke-81 Kemerdekaan RI.",1,dpr_human_verified
"Changhong Tunjuk Rossa sebagai Brand Ambassador Kampanye Langgeng Bersama . Kolaborasi ini menjadi langkah strategis Changhong untuk semakin mendekatkan diri dengan masyarakat melalui sosok yang inspiratif, hangat, dan dicintai lintas generasi.",2,dpr_human_verified
"Musim Tanam Tiba, Nagan Raya Manfaatkan Dana TKD untuk Rehabilitasi Sawah. Pemerintah Nagan Raya percepat pemanfaatan Dana TKD untuk rehabilitasi lahan pertanian terdampak bencana. Fokus pada produktivitas dan ketahanan pangan.",0,dpr_human_verified
"IHSG Berpotensi Tancap Gas Jelang Akhir Pekan Ini. Analis memperkirakan IHSG memiliki dua skenario pergerakan, yakni berpeluang melanjutkan penguatan dan skenario terburuk membuka risiko koreksi.",1,dpr_human_verified
"Gempa NTT, Hercules dan Kapal Perang Dikerahkan Bantu Korban di Nagekeo. TNI dikerahkan membantu korban gempa NTT. Puspen TNI",0,dpr_human_verified
"Polres Sikka dan Brimob Bangun Tenda Darurat di RSU Santo Gabriel Kewapante. Di RSU Santo Gabriel Kewapante, personel Polsek Kewapante bersama Kompi 4 Batalyon B Pelopor Maumere mendirikan sejumlah tenda darurat untuk korban gempa M 7.",0,dpr_human_verified
"Kado Kemerdekaan RI ke-81, Indonesia Resmi Ekspor 1.00 Ton Beras ke Malaysia. Indonesia mulai mengekspor 1.00 ton beras premium ke Malaysia setelah mencapai swasembada. Ekspor berpotensi meningkat hingga 200.00 ton per tahun.",2,dpr_human_verified
"Bupati Klaten Promosikan Potensi Daerah di Forum Indonesia - China. Bupati Hamenang menyebut, presentasi tersebut mendapat respons positif dari sejumlah delegasi pemerintah daerah China.",2,dpr_human_verified
Presiden Prabowo Bersama Jokowi Jadi Saksi Momen Sakral Ijab Kabul Kasespri. Presiden Prabowo Subianto dan Presiden ke-7 Joko Widodo Jokowi menjadi saksi dalam prosesi akad nikah Kepala Sekretaris Pribadi Kasespri Rizky Irmansyah dengan Chika Yenalovi.,1,dpr_human_verified
Proses alih kelola transportasi Kep Seribu masih dalam tahap kajian. Kepala Dinas Pehubungan Dishub DKI Jakarta Budi Awaluddin mengatakan proses pengalihan pengelolaan transportasi ke ..,1,dpr_human_verified
"Tak Butuh Lahan Luas, Ide Bisnis Ternak Puyuh Petelur Ini Bisa Jadi Sumber Cuan. Ide bisnis ternak puyuh petelur bisa dimulai dari skala kecil. Simak cara memilih bibit, menyiapkan kandang, memberi pakan, hingga menjual telur. Baca di sini",1,dpr_human_verified
Istana Respons Isu Prabowo Tunjuk Haji Isam Koordinator Atasi Karhutla. Istana menanggapi isu viral Haji Isam ditunjuk Prabowo sebagai koordinator penanganan karhutla.,1,dpr_human_verified
Arab Saudi Blokir DP Haji RI hingga Rp66 Miliar. Pemerintah Indonesia kirim nota diplomatik usai pemblokiran 14 juta riyal oleh Arab Saudi terkait dugaan pelanggaran asuransi haji 2026.,0,dpr_human_verified
"Gubernur NTT Wilayah Utara Flores Paling Terdampak Gempa M 7,7. Gubernur NTT, Melki Laka Lena mengatakan wilayah utara Pulau Flores paling banyak terdampak oleh gempa magnitudo 7,7 yang berpusat di Kota Mbay, Kabupaten Nagekeo.",0,dpr_human_verified
Mendorong Percepatan Program Peremajaan Sawit Rakyat. Program PSR yang dilaksanakan oleh BPDP telah memberikan manfaat positif bagi para petani dalam meningkatkan produktivitas perkebunan sawit rakyat.,2,dpr_human_verified
"KPK Sebut Aturan Kuota Tambahan 50 50 Murni Inisiatif Yaqut, Bukan Permintaan Arab Saudi. KPK memastikan Pemerintah Arab Saudi tidak pernah mencampuri urusan distribusi tambahan 20.00 kuota haji milik Indonesia.",1,dpr_human_verified
"Brantas Abipraya Gerak Cepat Salurkan Bantuan untuk Korban Gempa NTT. Di tengah situasi darurat akibat gempa bumi yang melanda sejumlah wilayah di Nusa Tenggara Timur NTT , PT Brantas Abipraya Persero bergerak cepat menyalurkan bantuan bagi masyarakat terdampak.",0,dpr_human_verified
"DPRD Bandung Targetkan Perda BPR Syariah Rampung, Transformasi Perseroda Diharap Dongkrak PAD. DPRD Kota Bandung bersama Pemerintah Kota Bandung tengah mempercepat pembahasan Rancangan Peraturan Daerah Raperda tentang perubahan bentuk badan hukum BPR Syariah",1,dpr_human_verified
"PSSI Akhirnya Buka Suara Usai Timnas Indonesia Jadi Pesakitan di Piala AFF 2026. PSSI buka suara setelah Timnas Indonesia gagal melangkah ke semifinal Piala AFF 2026. Hasil imbang 1-1 melawan Singapura di Stadion Jalan Besar, Kallang, Jumat 7 Agustus",0,dpr_human_verified
"Tembok Pembatas SD di Sleman Roboh Timpa Peserta Jalan Sehat, 10 Luka. Sepuluh peserta jalan sehat di Sleman, DIY mengalami luka-luka hingga dilarikan ke rumah sakit usai tertimpa tembok pembatas milik SDN Minomartani 2, Ngaglik.",0,dpr_human_verified
"Pertamina Dorong Pengembangan Panas Bumi Nasional di IIGCE 2026. Pertamina dukung transisi energi nasional melalui pengembangan panas bumi. Di IIGCE 2026, Pertamina menandatangani kesepakatan strategis untuk eksplorasi baru.",2,dpr_human_verified
"Target Pertumbuhan Ekonomi 6 , Bamsoet Berikan Masukan. Bambang Soesatyo menilai target pertumbuhan ekonomi 6 dalam RAPBN 2027 ambisius. Ia menekankan pentingnya peran sektor swasta dan investasi untuk mencapainya.",2,dpr_human_verified
"Bea-Cukai Banten Musnahkan 41,2 Juta Rokok Ilegal dan 1.739 Liter MMEA. Barang ilegal yang dimusnahkan merupakan akumulasi hasil penindakan Bea Cukai Banten bersama Bea Cukai Merak dan Bea Cukai Tangerang.",0,dpr_human_verified
"Operasi Masif PETI di Kuansing, Polda Riau Musnahkan 940 Rakit dalam 6 Bulan. Operasi Masif PETI di Kuansing, Polda Riau Musnahkan 940 Rakit dalam 6 Bulan",1,dpr_human_verified
Masih Ada Warga Terjebak di Reruntuhan Bangunan Akibat Gempa M 7 NTT. BNPB mengungkap masih ada korban yang terjebak di reruntuhan bangunan akibat gempa bumi M 7 di NTT. Tim gabungan berupaya melakukan pencarian dan pertolongan.,0,dpr_human_verified
"KAI Siapkan Jalur Kereta Baru di 3 Wilayah usai Dititah Prabowo. KAI siapkan pengembangan jalur kereta baru di Sumatra, Kalimantan, dan Bali mengikuti arahan Presiden Prabowo untuk mendukung logistik dan transportasi.",2,dpr_human_verified
"Budi Arie Kalau Berantas Korupsi, Harus Disapu dari Pusat Kekuasaan. Ketua Umum Projo, Budi Arie Setiadi, dukung Prabowo dalam pemberantasan korupsi di pusat kekuasaan.",0,dpr_human_verified
"Bulog Jamin Stok Beras buat Korban Gempa NTT Aman, Ada 93.782 Ton. Dirut Bulog Ahmad Rizal Ramdhani memastikan ketersediaan beras di wilayah korban bencana gempa di NTT saat ini maupun ke depannya dalam kondisi aman.",0,dpr_human_verified
"Kemenpar Siapkan Lahan Poltekpar NHI Bandung untuk Percepat Pembangunan Sekolah Rakyat. REPUBLIKA.CO.ID, BANDUNG, Kementerian Pariwisata Kemenpar memberikan dukungan penuh terhadap percepatan pembangunan Sekolah Rakyat dengan menyediakan sebagian lahan Kampus Politeknik Pariwisata Poltekpar NHI Bandung di Dayeuhkolot, Kabupaten Bandung, Jawa..",2,dpr_human_verified
"Golkar Salurkan 350 Ribu Benih Ikan ke Bandung Barat, Dorong Budidaya Perikanan Berkualitas. Wakil Ketua Komisi IV DPR RI Panggah Susanto dan Anggota Komisi IV DPR RI, Dadang M. Naser, menyalurkan bantuan sebanyak 350 ribu ekor benih ikan ke masyarakat.",2,dpr_human_verified
PT Pertamina Patra Niaga RU Cilacap Buka Tender Penggantian Column Assy 11C-1. PT Pertamina Patra Niaga Refinery Unit RU IV Cilacap secara resmi mengumumkan pelaksanaan tender terbuka untuk pekerjaan bertajuk PENGGANTIAN COLUMN ASSY 11C-1 AREA FOC I PT. PERTAMINA PATRA NIAGA DI RU IV CILACAP .,1,dpr_human_verified
"Baznas dan KHCF Yordania Perkuat Kerja Sama Kesehatan untuk Palestina. Baznas RI salurkan bantuan Rp1,7 miliar dan siapkan beasiswa kesehatan bagi warga Palestina melalui kerja sama dengan KHCF Yordania.",2,dpr_human_verified
"DPRD Kota Bogor Kawal Pembangunan Trase Baru Batutulis, Target Selesai Oktober 2026. DPRD Kota Bogor mengawal pembangunan trase baru Batutulis yang ditargetkan rampung pada Oktober 2026 untuk memulihkan konektivitas dan meningkatkan keselamatan pengguna jalan.",2,dpr_human_verified
"KPK Geledah 15 Lokasi di Empat Kota, Usut Kasus Pemerasan Bupati Pemalang. Penyidik KPK menyasar 10 rumah di Pemalang, dua rumah di Tegal, dua rumah di Pekalongan, dan satu rumah di Semarang",1,dpr_human_verified
"Kolaborasi Pegadaian-BRI, Cicil Emas Makin Mudah lewat BRImo. Masyarakat kini dapat memulai investasi emas langsung melalui BRImo sekaligus memanfaatkan promo yang tersedia selama periode program.",2,dpr_human_verified
"Harapan Prabowo agar 8 Bahasa Asing Ini Diajarkan ke Anak Sejak Dini. Presiden Prabowo Subianto menekankan pentingnya penguasaan bahasa asing sejak dini untuk generasi muda, guna meningkatkan pendidikan dan peluang karier.",2,dpr_human_verified
"Pramono Putuskan Bongkar JPO Love-Hate Relationship Rasuna Said. Gubernur DKI Jakarta Pramono Anung memutuskan untuk membongkar JPO Love-Hate Relationship di kawasan Jalan HR Rasuna Said, Kuningan, Jakarta Selatan Jaksel .",1,dpr_human_verified
"Pernyataan Berkelas Ole Romeny Usai Siksa Juara Liga Belanda PSV Eindhoven. Striker Timnas Indonesia, Ole Romeny, langsung menunjukkan ketajamannya pada pertandingan perdana bersama Fortuna Sittard di Eredivisie 2026 2027. Romeny mencetak satu g",2,dpr_human_verified
"Pemerintah Kebut Pemulihan Infrastruktur dan Pangan di Solok Raya. Pemerintah percepat pemulihan pascabencana di Solok dengan fokus pada infrastruktur, hunian, dan pertanian, anggaran segera direalisasikan.",2,dpr_human_verified
"Bikin Geger! Pejabat Eselon II Banda Aceh Diamankan Gegara Dugaan Hubungan Sesama Jenis, Kini Diperiksa Intensif. Seorang pejabat eselon II Pada pemerintah Kota Banda Aceh, telah diamankan Satuan Polisi Pamong Praja dan Wilayatul Hisbah Satpol PP-WH Kota Banda Aceh.",0,dpr_human_verified
Menteri PPA Buka Suara soal Temuan Ratusan Senjata di Sekolah Jaksel. Menteri PPA Arifah Fauzi prihatin atas temuan ratusan senjata dan narkoba di sekolah swasta Jakarta. Ia mendorong lingkungan belajar yang aman bagi anak.,1,dpr_human_verified
Terapi Hormon Estrogen Bantu Turunkan Risiko Demensia pada Perempuan. Studi terhadap 21.00 perempuan mengungkap penggunaan terapi hormon estrogen dapat menurunkan risiko demensia dan gejala Alzheimer hingga 39 . Simak temuannya.,2,dpr_human_verified
"BMKG Ungkap Gempa di NTT Disebabkan Sesar Naik Busur Belakang Flores. BMKG menyebut bahwa gempa bermagnitudo 7,7 yang mengguncang wilayah Nusa Tenggara Timur NTT pada Sabtu subuh diakibatkan oleh sesar naik busur belakang Flores.",0,dpr_human_verified
"Tito Ungkap Pendapatan Pemda Turun Jadi Rp608 T, TKD Jadi Fokus. Mendagri Tito Karnavian mengatakan realisasi pendapatan pemerintah daerah mencapai Rp606,8 triliun atau 51,05 persen hingga 31 Juli 2026.",2,dpr_human_verified
"Polda Kaltim Tetapkan 3 Tersangka Karhutla di Kutai Kartanegara dan Berau. Saat di lokasi, lanjutnya, Tim gabungan menemukan tersangka N dan JP yang mengaku membuka atau merintis lahan dengan cara membakar.",0,dpr_human_verified
"Pemerintah Perkuat Food Estate Kalteng dengan Manajemen Risiko Lintas Sektor. REPUBLIKA.CO.ID, JAKARTA, Pemerintah memperkuat pengembangan food estate di Kalimantan Tengah Kalteng melalui penerapan manajemen risiko lintas sektor. Langkah ini diambil untuk meningkatkan efektivitas proyek, mendukung target swasembada pangan,..",2,dpr_human_verified
Komisi V DPR Harus ada integrasi kelembagaan tangani bencana. Komisi V DPR Harus ada integrasi kelembagaan tangani bencana,0,dpr_human_verified
"Hari Ini ke Transmart Full Day Sale Yuk, Intip Barang Diskon 50 20 . Selama gelaran Transmart Full Day Sale berlangsung, berlaku diskon belanja hingga 50 20 untuk pembelian aneka produk. Simak daftarnya.",1,dpr_human_verified
"Menteri PU Sebut Sungai Barito Masih Bisa Dilalui Kapal. Menteri Pekerjaan Umum PU Dody Hanggodo menegaskan, Sungai Barito tidak mengalami kekeringan secara keseluruhan.",1,dpr_human_verified
"Babak Baru Kasus Sutrimo Ekshumasi Jenazah hingga Sosok Febrio Adiono. Kematian Sutrimo yang disebut-sebut sebagai Kepala Rumah Tangga Karumga Febrie Adriansyah, kini memasuki babak baru.",1,dpr_human_verified
"Komisi Fatwa MUI Pria Berbusana Wanita Saat Acara 17 Agustus Haram. Wakil Sekretaris Komisi Fatwa MUI Abdul Muiz Ali mengatakan ketentuan tersebut berlaku dalam perspektif syariat Islam. Menurut dia, penggunaan busana lawan jenis juga ber",1,dpr_human_verified
"Video Solusi JK Atasi Banjir Jakarta, Sarankan Hunian Bertingkat. Video Solusi JK Atasi Banjir Jakarta, Sarankan Hunian Bertingkat",1,dpr_human_verified
"Pemerintah Klaim Telah Guyur Beras 1,6 Juta Ton untuk Tekan Harga. Badan Pangan Nasional mengatakan sampai 21 Agustus 2026, pemerintah telah menggelontorkan Cadangan Beras Pemerintah CBP 1,65 juta ton",1,dpr_human_verified
"Zulhas Akui Ada Program Pemerintah Belum Optimal, Minta Doa Ulama. Suasana doa keselamatan bangsa, zikir kebangsaan, dan haul pendiri NKRI yang diinisiasi Pengurus Besar Jamiyah Ahlith Thariqah Al Mutabaroh Ahlussunnah Wal Jamaah PB Jatma Aswaja di Masjid Istiqlal, Jakarta, Minggu 9 8 2026 . ANTARA",1,dpr_human_verified
"Harga Emas Hari Ini Naik Rp 10.00 Gram. Harga emas Antam naik Rp 10.00 per gram menjadi Rp 2.750.00. Cek rincian harga emas dari 0,5 gram hingga 1.00 gram per 24 Agustus 2026.",1,dpr_human_verified
"Kebakaran Besar di Pasar Jagong Jeget Aceh Hanguskan 96 Unit Kios. Sedikitnya 96 unit kios atau ruko berkonstruksi kayu ludes dilalap api imbas kebakaran hebat yang melanda kawasan Pasar Jagong Jeget, Aceh Tengah.",0,dpr_human_verified
"Momen Detik-detik Pesawat Terbesar di Dunia Mendarat di Soekarno Hatta. Pesawat Airbus A380-800 milik Emirates mendarat di Bandar Udara Internasional Soekarno-Hatta, Tangerang Banten Sabtu malam 8 Agustus 2026. Intip seperti apa penampakannya",1,dpr_human_verified
"FOTO Aksi Robocop China Terjun Langsung Atur Lalu Lintas. China mulai mengerahkan robocop untuk mengatur arus lalu lintas di Kota Hangzhou. Dengan kamera dan radar, robot ini bisa mendeteksi pelanggaran lalu lintas.",0,dpr_human_verified
Pegadaian Hadirkan Solusi Cicil Tabungan Emas. Pegadaian memberikan fasilitas pembiayaan kepemilikan saldo emas melalui skema angsuran yang terjangkau,2,dpr_human_verified
"Harga Emas Dunia Stabil di US 4.339, Emas Antam Bertahan Rp2,69 Juta per Gram. Harga emas dunia stabil di US 4.339,59 per ons troi, sementara itu harga emas Antam bertahan Rp2,69 juta per gram pada hari ini Senin, 10 Agustus 2026.",2,dpr_human_verified
"BNI Buka Presale Eksklusif Tiket Andrea Bocelli Romanza di Indonesia. BNI membuka presale tiket konser Andrea Bocelli dengan diskon hingga 20 untuk nasabah, konser di Indonesia merayakan 30 tahun album Romanza.",1,dpr_human_verified
"Kebakaran Mal di Makassar, Pengunjung-Karyawan Alami Sesak Napas. Kebakaran melanda mal di Makassar, Sulawesi Selatan, akibat dugaan korsleting listrik. 30 armada Damkar dikerahkan, tidak ada korban jiwa.",0,dpr_human_verified
"Jadi Juara Liga Tenis Indonesia 2026 Seri 1, Lucky Candra Kurniawan Alihkan Fokus ke Asian Games. Petenis Lucky Candra Kurniawan menjuarai Liga Tenis Indonesia 2026 Seri 1 di Jakarta. Gelar ini jadi modal penting menuju persiapan Asian Games 2026.",2,dpr_human_verified
Ini Daftar Pemeran Film Oki Nirmala dan Jadwal Tayang. Film Oki,1,dpr_human_verified
"Harga Emas Antam Hari Ini Tak Berubah di Rp2,69 Juta per Gram. Harga emas Antam ANTM pada hari ini, Senin 10 8 2026 stagnan di Rp2.690.00 per gram.",1,dpr_human_verified
"Tiga Korban Gempa NTT di Sikka Ditemukan, Satu Meninggal. Kantor SAR Maumere mencatat tiga korban, yakni satu meninggal dunia dan dua lainnya mengalami luka-luka Istimewa",0,dpr_human_verified
"FOTO Semarak Apel Kebangsaan Jaga Jakarta untuk Indonesia. Apel Kebangsaan Jaga Jakarta untuk Indonesia digelar di Lapangan Monumen Nasional Monas , Jakarta Pusat, Sabtu 8 8 pagi.",1,dpr_human_verified
"Turnamen Padel Nasional Digelar, Wihaji Dorong Kegiatan Organisasi Lebih Adaptif. Wihaji menilai kegiatan olahraga seperti turnamen padel dapat menjadi salah satu bentuk transformasi agar organisasi tetap dekat dengan masyarakat.",1,dpr_human_verified
Komika Pandji Pragiwaksono Dipolisikan Buntut Gaduh Mens Rea . Komika Pandji Pragiwaksono Dipolisikan Buntut Gaduh Mens Rea,1,dpr_human_verified
"Piala Emirates Arsenal vs Borussia Dortmund, The Gunners Takluk 2-3. Arsenal harus mengakui keunggulan Borussia Dortmund dengan skor 2-3 dalam laga Piala Emirates. Meski kalah di waktu normal, The Gunners menang adu penalti.",2,dpr_human_verified
"Kasus Dugaan Kekerasan Seksual DJ Wanita di Jaksel, Polisi Segera Tentukan Nasib Terduga Pelaku yang Ngaku Punya Jabatan. Polisi segera menentukan status hukum TI, terlapor dalam kasus dugaan kekerasan seksual terhadap seorang perempuan yang berprofesi sebagai disc jockey DJ .",0,dpr_human_verified
"Hasil Serie A Torino vs AC Milan, Adrian Rabiot Gemilang, Rossoneri Menang Tipis. AC Milan sukses menaklukkan Torino 2-1 dalam lanjutan Serie A. Adrien Rabiot tampil gemilang dengan satu gol dan satu assist setelah masuk sebagai pengganti.",2,dpr_human_verified
BRI Life Terbukti Perkuat Kinerja dan Profesionalisme Tenaga Penjualan. Asuransi BRI Life kembali menorehkan prestasi di industri asuransi jiwa dengan meraih enam penghargaan dalam ajang Top Agent Distribution Excellence Awards TADEA 2026.,2,dpr_human_verified
Kabar Terbaru dari Polisi soal Penahanan Richard Lee. Kabar Terbaru dari Polisi soal Penahanan Richard Lee,0,dpr_human_verified
Plan Indonesia respons kebutuhan korban anak terdampak gempa NTT. Direktur Eksekutif Plan Indonesia,2,dpr_human_verified
"Kilang Minyak Aramco Diserang Drone Houthi, Iran Ajukan Syarat Buka Selat Hormuz. Kilang minyak Saudi Aramco di Jazan terbakar akibat serangan drone Houthi. Sementara itu, Iran ajukan syarat berat kepada AS untuk pembukaan Selat Hormuz.",0,dpr_human_verified
"BI Kucurkan Insentif ke Perbankan Rp446,5 T hingga Awal Agustus. Bank Indonesia mencatat insentif Kebijakan Likuiditas Makroprudensial yang diperoleh perbankan mencapai Rp446,5 triliun hingga pekan pertama Agustus 2026.",2,dpr_human_verified
"MyPertamina Pasar Rakyat Rayakan HUT RI ke-81, Ada Tebus Murah Sembako hingga Bazaar UMKM. Selama dua hari penyelenggaraan, pengunjung akan disuguhkan berbagai aktivitas seru, mulai dari zumba dan pilates, lomba bertema Kemerdekaan hingga bazaar UMKM.",1,dpr_human_verified
"Telkom Perkuat Kolaborasi Hadapi Ancaman Era Komputasi Kuantum. Rapat koordinasi ini menjadi langkah awal untuk memperkuat sinergi nasional dalam menyusun kebijakan, membangun kapasitas, dan mempercepat kesiapan Indonesia menghadapi era komputasi kuantum.",2,dpr_human_verified
Media Stok rudal pencegat AS tersedia lagi di April 2027. Dokumen Pentagon menyebutkan,1,dpr_human_verified
"Jadi Juara Liga Tenis Indonesia 2026 Seri 1, Lucky Candra Kurniawan Alihkan Fokus ke Asian Games. Petenis Lucky Candra Kurniawan menjuarai Liga Tenis Indonesia 2026 Seri 1 di Jakarta. Gelar ini jadi modal penting menuju persiapan Asian Games 2026.",2,dpr_human_verified
"Di Balik Sesar Naik Flores Selalu Ada Ancaman Gempa dan Bangkitkan Tsunami. Tim penyelamat mencari korban di reruntuhan setelah gempa berkekuatan magnitudo 7,7 mengguncang Pulau Flores di Pelabuhan Laurensius Say di Maumere, Sikka, Nusa Tenggara Timur, Sabtu, 15 Agustus 2026. AFP Arnold Welianto",0,dpr_human_verified
"Komitmen dan Strategi Citilink Dukung Produk Lokal Go Global via Inflight Shop. Maskapai penerbangan Citilink menegaskan komitmen dan dukungannya pada pengembangan produk-produk lokal asli Tanah Air, agar bisa berdaya saing hingga ke level go global.",2,dpr_human_verified
"KPK Geledah 15 Lokasi di Kasus Bupati Pemalang, Ini Hasilnya. Bupati Pemalang Anom Widiyantoro berjalan menuju mobil tahanan usai menjalani pemeriksaan di Gedung Merah Putih KPK, Jakarta, Kamis 30 7 2026 . KLY Arie Basuki",1,dpr_human_verified
"Kebakaran landa warteg dan bengkel di Tambora Jakbar. Kebakaran melanda warteg dan bengkel di Jalan Prof. Dr. Latumenten, RT 08 RW 09 Angke, Tambora, Jakarta Barat, pada ..",0,dpr_human_verified
"Sebelum Gempa M 7,7, NTT Pernah Diguncang Gempa Dahsyat pada 1992. Gempa bumi tektonik berkekuatan magnitudo 7,0 mengguncang wilayah Nusa Tenggara Timur NTT pada Sabtu 15 Agustus terasa hingga Pulau Lombok di Nusa Tenggara Barat NTB",0,dpr_human_verified
"Gempa M 7 di Nagekeo NTT Terasa hingga NTB, Picu Peringatan Dini Tsunami. Gempa bumi berkekuatan magnitudo 7 yang mengguncang wilayah Nusa Tenggara Timur NTT pada Sabtu 15 Agustus terasa hingga Pulau Lombok di Nusa Tenggara Barat NTB",0,dpr_human_verified
"Tsunami Juga Terdeteksi di Baubau dan Bulukumba Usai Gempa M 7 NTT. Gelombang tsunami terdeteksi di Baubau dan Bulukumba setelah gempa M 7 di NTT. Ketinggian gelombang mencapai 0,3 meter.",0,dpr_human_verified
"Terdampak Kebakaran Bapenda, Sistem Lampu Lalin DKI Diatur Manual. Gubernur DKI Pramono Anung mengungkapkan sistem pengendalian lalu lintas Dishub terdampak kebakaran Gedung Bapenda, pengaturan kini dilakukan manual.",0,dpr_human_verified
"Hadiri Hari Bhayangkara, Ketua DPRD Kota Bogor Apresiasi Kinerja Polri. Adityawarman menegaskan peringatan Hari Bhayangkara ke-80 bukan sekadar seremoni, tetapi menjadi momentum untuk memperkuat sinergi antara pemerintah daerah, DPRD, aparat keamanan, dan masyarakat.",2,dpr_human_verified
"Wakapolri Jangan Cuma Jadi Penonton, Jadilah Talenta Digital. Wakapolri Komjen Pol Dedi Prasetyo mengatakan Polri ingin hadir di ruang yang dekat dengan kehidupan generasi muda.",1,dpr_human_verified
"Prabowo Tiba di JCC Senayan, Bakal Jadi Saksi Nikah Kasespri. Presiden Prabowo Subianto tiba di Jakarta Convention Center JCC , Senayan, Jakarta, Minggu 23 8 2026 pagi. Kehadirannya dalam rangka menghadiri prosesi akad nikah Kasesprinya, Rizky Irmansyah.",1,dpr_human_verified
"Deret Saham Ciamik yang Bisa Dilirik Pekan Ini. IHSG masih berpeluang menguat dalam sepekan ke depan. Investor dapat mencermati beberapa saham berpeluang cuan, mulai dari perbankan hingga telco.",1,dpr_human_verified
"6 Desain Rumah dengan Biaya Rp 30 Juta yang Sederhana, Hemat, dan Tetap Layak Huni di Desa. Desain rumah dengan biaya Rp 30 juta memang menantang. Simak 6 model rumah sederhana di desa lengkap spesifikasi, material, dan rincian biayanya.",1,dpr_human_verified
Menkum Supratman Putusan MK soal Penghinaan Presiden Itu Pertegas KUHP. Menteri Hukum Menkum Supratman Andi Agtas angkat bicara soal putusan MK mengenai delik penghinaan presiden dan wakil presiden wapres tidak bisa dituntut orang lain.,1,dpr_human_verified
"Padang Panjang Raih IKD Dukcapil Prima Award 2026, Perkuat Transformasi Layanan Digital. Melalui Dinas Kependudukan dan Pencatatan Sipil Disdukcapil , Padang Panjang berhasil meraih IKD Dukcapil Prima Award 2026 dari Kementerian Dalam Negeri Republik Indonesia.",2,dpr_human_verified
"Indonesia Raih Medali Perak dan Perunggu di Kejuaraan Asia Hoki Bawah Air CMAS 2026. Tim Indonesia sukses mengamankan medali perak dan perunggu pada Kejuaraan Asia Hoki Bawah Air CMAS 2026 yang digelar di Puncak, Bogor.",2,dpr_human_verified
"Sukses Dukung Program 3 Juta Rumah, Pemkot Bandar Lampung Raih Penghargaan. Program 3 Juta Rumah menjadi salah satu langkah strategis dalam mendorong terpenuhinya kebutuhan tempat tinggal sekaligus meningkatkan kesejahteraan masyarakat.",2,dpr_human_verified
